Date,High,Low,Open,Close,Volume,Adj Close,ticker
2021-01-29,842.4099731445312,818.2899780273438,830.0,822.3300170898438,7788159,822.3300170898438,TSLA
2021-01-29,88.33000183105469,86.12999725341797,87.55999755859375,87.85009765625,16612183,87.85009765625,AMD
